Name	Team	G	Rec	Tgt	Yds	Y/G	Avg	Lng	YAC	1stD	TD	KR	KRYds	Avg	Long	KRTD	PR	PRYds	Avg	Long	PRTD	Fum	FumL
Stevie Johnson	BUF	16	79	148	1046	65.4	13.2	63	4.8	52	6	0	0	N/A	0	0	0	0	N/A	0	0	1	1
Lance Moore	NOR	15	65	104	1041	69.4	16.0	51	2.5	55	6	0	0	N/A	0	0	1	5	5.0	5	0	0	0
Mike Williams	TAM	16	63	126	996	62.3	15.8	65	5.7	44	9	0	0	0	0	0	0	0	0	0	0	0	0
Cecil Shorts	JAC	14	55	105	979	69.9	17.8	80	6.9	36	7	0	0	N/A	0	0	0	0	N/A	0	0	1	1
Randall Cobb	GNB	15	80	104	954	63.6	11.9	39	6.0	45	8	38	964	25.4	46	0	31	292	9.4	75	1	0	0
Miles Austin	DAL	16	66	119	943	58.9	14.3	49	4.7	48	6	0	0	N/A	0	0	0	0	N/A	0	0	1	1
Anquan Boldin	BAL	15	65	112	921	61.4	14.2	43	4.2	45	4	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Brandon Lloyd	NWE	16	74	130	911	56.9	12.3	53	2.6	50	4	1	0	0.0	0	0	0	0	N/A	0	0	0	0
Justin Blackmon	JAC	16	64	132	865	54.1	13.5	81	4.6	41	5	0	0	0	0	0	0	0	0	0	0	1	0
T.Y. Hilton	IND	15	50	90	861	57.4	17.2	70	7.9	30	7	7	118	16.9	26	0	26	300	11.5	75	1	0	0
Jeremy Maclin	PHI	15	69	122	857	57.1	12.4	70	4.0	37	7	0	0	N/A	0	0	0	0	N/A	0	0	1	1
Torrey Smith	BAL	16	49	110	855	53.4	17.4	54	5.1	38	8	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Mike Wallace	PIT	15	64	119	836	55.7	13.1	82	4.3	33	8	0	0	N/A	0	0	0	0	N/A	0	0	2	1
Jeremy Kerley	NYJ	16	56	95	827	51.7	14.8	66	5.4	31	2	0	0	N/A	0	0	19	208	10.9	68	1	2	1
Malcom Floyd	SDG	14	56	85	814	58.1	14.5	39	2.2	47	5	0	0	0	0	0	0	0	0	0	0	0	0
Josh Gordon	CLE	16	50	95	805	50.3	16.1	71	6.2	40	5	0	0	0	0	0	0	0	0	0	0	1	1
Dwayne Bowe	KAN	13	59	114	801	61.6	13.6	47	4.3	43	3	0	0	N/A	0	0	0	0	N/A	0	0	1	1
Larry Fitzgerald	ARI	16	71	156	798	49.9	11.2	37	4.2	44	4	0	0	0	0	0	0	0	0	0	0	0	0
Antonio Brown	PIT	13	66	106	787	60.5	11.9	60	5.4	43	5	0	0	N/A	0	0	27	183	6.8	29	0	3	1
James Jones	GNB	16	64	98	784	49.0	12.3	49	3.8	45	14	0	0	0	0	0	0	0	0	0	0	0	0
Donnie Avery	IND	16	60	124	781	48.8	13.0	48	3.7	37	3	0	0	N/A	0	0	0	0	N/A	0	0	1	0
Davone Bess	MIA	13	61	105	778	59.8	12.8	39	4.4	38	1	0	0	N/A	0	0	4	30	7.5	11	0	1	0
Andre Roberts	ARI	15	64	114	759	50.6	11.9	46	3.7	40	5	0	0	N/A	0	0	3	15	5.0	10	0	1	0
Sidney Rice	SEA	16	50	82	748	46.8	15.0	46	3.4	37	7	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Nate Washington	TEN	16	46	90	746	46.6	16.2	71	5.7	31	4	0	0	0	0	0	0	0	0	0	0	1	0
Jordy Nelson	GNB	12	49	73	745	62.1	15.2	73	5.4	36	7	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Denarius Moore	OAK	15	51	114	741	49.4	14.5	58	5.3	33	7	0	0	N/A	0	0	9	32	3.6	19	0	1	0
DeSean Jackson	PHI	11	45	88	700	63.6	15.6	77	5.4	30	2	0	0	N/A	0	0	1	-3	-3.0	-3	0	1	0
Chris Givens	STL	15	42	80	698	46.5	16.6	65	6.9	25	3	23	539	23.4	48	0	0	0	N/A	0	0	0	0
Hakeem Nicks	NYG	13	53	100	692	53.2	13.1	50	3.9	35	3	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Brandon Gibson	STL	16	51	82	691	43.2	13.5	34	2.5	43	5	0	0	0	0	0	0	0	0	0	0	0	0
Golden Tate	SEA	15	45	67	688	45.9	15.3	51	6.1	29	7	0	0	N/A	0	0	0	0	N/A	0	0	1	1
Brandon LaFell	CAR	14	44	76	677	48.4	15.4	62	7.3	31	4	0	0	0	0	0	0	0	0	0	0	1	0
Percy Harvin	MIN	9	62	85	677	75.2	10.9	45	8.9	36	3	16	574	35.9	105	1	0	0	N/A	0	0	2	1
Danny Amendola	STL	11	63	101	666	60.5	10.6	56	4.2	38	3	2	16	8.0	12	0	17	122	7.2	22	0	2	2
Danario Alexander	SDG	10	37	62	658	65.8	17.8	80	7.9	29	7	0	0	0	0	0	0	0	0	0	0	0	0
Jason Avant	PHI	14	53	76	648	46.3	12.2	39	3.2	31	0	0	0	N/A	0	0	0	0	N/A	0	0	1	0
Greg Little	CLE	16	53	92	647	40.4	12.2	43	3.6	35	4	0	0	0	0	0	0	0	0	0	0	0	0
Pierre Garcon	WAS	10	44	67	633	63.3	14.4	88	7.6	26	4	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Emmanuel Sanders	PIT	16	44	74	626	39.1	14.2	37	5.0	31	1	1	27	27.0	27	0	9	93	10.3	63	0	2	2
Kendall Wright	TEN	15	64	104	626	41.7	9.8	38	5.3	38	4	0	0	0	0	0	0	0	0	0	0	1	1
Darrius Heyward-Bey	OAK	15	41	80	606	40.4	14.8	59	5.9	25	5	0	0	0	0	0	0	0	0	0	0	0	0
Kenny Britt	TEN	14	45	90	589	42.1	13.1	46	3.4	24	4	0	0	N/A	0	0	0	0	N/A	0	0	2	1
Rod Streater	OAK	16	39	74	584	36.5	15.0	64	4.0	27	3	0	0	0	0	0	0	0	0	0	0	1	1
Santana Moss	WAS	16	41	62	573	35.8	14.0	77	6.3	27	8	0	0	N/A	0	0	0	0	N/A	0	0	2	1
Domenik Hixon	NYG	13	39	59	567	43.6	14.5	41	3.7	24	2	0	0	N/A	0	0	5	36	7.2	10	0	0	0
Michael Floyd	ARI	16	45	86	562	35.1	12.5	53	3.6	26	2	0	0	0	0	0	0	0	0	0	0	1	1
Brandon Stokley	DEN	15	45	58	544	36.3	12.1	38	3.4	30	5	0	0	0	0	0	0	0	0	0	0	0	0
Leonard Hankerson	WAS	16	38	57	543	33.9	14.3	68	4.3	25	3	0	0	0	0	0	0	0	0	0	0	0	0
Andrew Hawkins	CIN	14	51	80	533	38.1	10.5	59	7.0	24	4	0	0	0	0	0	0	0	0	0	0	1	0
Kevin Walter	HOU	16	41	68	518	32.4	12.6	52	2.7	27	2	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Joshua Morgan	WAS	16	48	73	510	31.9	10.6	32	5.0	29	2	0	0	N/A	0	0	0	0	N/A	0	0	1	0
Dexter McCluster	KAN	16	52	77	452	28.3	8.7	31	4.3	24	1	0	0	N/A	0	0	2	6	3.0	6	0	1	1
Michael Jenkins	MIN	16	40	72	449	28.1	11.2	32	3.4	25	2	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Mario Manningham	SFO	12	42	57	449	37.4	10.7	40	4.3	21	1	0	0	0	0	0	0	0	0	0	0	2	1
Donald Jones	BUF	12	41	67	443	36.9	10.8	68	4.7	25	4	0	0	N/A	0	0	0	0	N/A	0	0	1	0
Kevin Ogletree	DAL	15	32	55	436	29.1	13.6	65	2.8	19	4	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Randy Moss	SFO	16	28	50	434	27.1	15.5	55	2.9	22	3	0	0	N/A	0	0	0	0	N/A	0	0	1	0
Tiquan Underwood	TAM	14	28	55	425	30.4	15.2	62	4.2	20	2	2	47	23.5	25	0	0	0	N/A	0	0	0	0
Jacoby Jones	BAL	16	30	55	406	25.4	13.5	47	3.7	16	1	38	1167	30.7	108	2	37	341	9.2	63	1	0	0
Harry Douglas	ATL	15	38	59	396	26.4	10.4	37	4.2	18	1	1	8	8.0	8	0	5	42	8.4	11	0	1	0
Titus Young	DET	10	33	56	383	38.3	11.6	46	2.6	20	4	0	0	0	0	0	0	0	0	0	0	0	0
Joseph Morgan	NOR	14	10	21	379	27.1	37.9	80	8.5	9	3	0	0	0	0	0	0	0	0	0	0	0	0
Earl Bennett	CHI	12	29	49	375	31.3	12.9	60	7.2	20	2	2	24	12.0	18	0	1	2	2.0	2	0	0	0
Alshon Jeffery	CHI	10	24	48	367	36.7	15.3	55	3.1	17	3	0	0	0	0	0	0	0	0	0	0	0	0
Greg Jennings	GNB	8	36	62	366	45.8	10.2	45	4.9	22	4	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Doug Baldwin	SEA	14	29	50	366	26.1	12.6	50	2.8	18	3	1	3	3.0	3	0	0	0	N/A	0	0	0	0
Louis Murphy	CAR	16	25	61	336	21.0	13.4	55	3.1	16	1	0	0	0	0	0	0	0	0	0	0	1	0
Jon Baldwin	KAN	15	20	47	325	21.7	16.3	57	5.9	14	1	0	0	0	0	0	0	0	0	0	0	0	0
Damian Williams	TEN	13	30	45	324	24.9	10.8	27	3.0	18	0	0	6	N/A	6	0	0	0	N/A	0	0	0	0
T.J. Graham	BUF	15	31	58	322	21.5	10.4	51	6.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0
Devery Henderson	NOR	15	22	47	316	21.1	14.4	41	4.3	10	1	0	0	N/A	0	0	0	0	N/A	0	0	1	0
Ryan Broyles	DET	10	22	32	310	31.0	14.1	40	7.2	16	2	0	0	0	0	0	0	0	0	0	0	0	0
Jarius Wright	MIN	7	22	36	310	44.3	14.1	65	5.8	13	2	0	0	0	0	0	0	0	0	0	0	0	0
Rueben Randle	NYG	16	19	32	298	18.6	15.7	56	4.1	13	3	0	0	N/A	0	0	15	108	7.2	18	0	0	0
Travis Benjamin	CLE	14	18	37	298	21.3	16.6	69	3.7	13	2	3	76	25.3	29	0	3	149	49.7	93	1	1	1
Chaz Schilens	NYJ	15	28	41	289	19.3	10.3	25	1.8	16	2	0	0	0	0	0	0	0	0	0	0	1	1
Armon Binns	CIN	8	24	40	277	25.2	11.5	48	5.2	11	1	0	0	0	0	0	0	0	0	0	0	1	1
Jerome Simpson	MIN	12	26	52	274	22.8	10.5	33	2.7	16	0	0	0	N/A	0	0	0	0	N/A	0	0	2	1
Santonio Holmes	NYJ	4	20	41	272	68.0	13.6	38	5.8	15	1	0	0	N/A	0	0	0	0	N/A	0	0	1	1
Austin Pettis	STL	14	30	48	261	18.6	8.7	36	3.2	16	4	1	13	13.0	13	0	11	77	7.0	23	0	0	0
Derek Hagan	OAK	14	20	36	259	18.5	13.0	38	3.7	14	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Damaris Johnson	PHI	14	19	31	256	18.3	13.5	32	5.5	14	0	0	0	N/A	0	0	26	291	11.2	98	1	0	0
Mohamed Massaquoi	CLE	9	17	33	254	28.2	14.9	54	6.5	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Stephen Hill	NYJ	11	21	47	252	22.9	12.0	33	1.9	17	3	0	0	0	0	0	0	0	0	0	0	0	0
Laurent Robinson	JAC	7	24	43	252	36.0	10.5	32	2.5	8	0	0	0	0	0	0	0	0	0	0	0	1	1
Riley Cooper	PHI	11	23	47	248	22.5	10.8	23	3.8	14	3	1	14	14.0	14	0	0	0	N/A	0	0	0	0
Jordan Shipley	TAM	1	23	39	244	34.9	10.6	36	1.9	10	1	6	117	19.5	24	0	13	85	6.5	15	0	0	0
Devin Hester	CHI	15	23	40	242	16.1	10.5	39	5.0	9	1	24	621	25.9	40	0	40	331	8.3	44	0	0	0
Nate Burleson	DET	6	27	43	240	40.0	8.9	26	3.2	14	2	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Aldrick Robinson	WAS	15	11	19	237	15.8	21.5	68	6.1	9	3	0	0	0	0	0	0	0	0	0	0	0	0
Julian Edelman	NWE	9	21	32	235	26.1	11.2	56	6.8	12	3	3	38	12.7	32	0	17	263	15.5	68	1	1	1
Eddie Royal	SDG	10	23	44	234	23.4	10.2	31	4.6	15	1	0	0	N/A	0	0	12	64	5.3	14	0	0	0
Clyde Gates	NYJ	11	16	35	224	20.4	14.0	42	1.4	12	0	5	144	28.8	47	0	0	0	N/A	0	0	0	0
Dwayne Harris	DAL	16	17	31	222	13.9	13.1	36	6.4	9	1	11	210	19.1	29	0	22	354	16.1	78	1	0	0
Ramses Barden	NYG	12	14	21	220	18.3	15.7	31	4.0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Kyle Williams	SFO	11	14	22	212	19.3	15.1	57	5.6	10	1	13	353	27.2	94	0	4	52	13.0	20	0	1	0
Brandon Tate	CIN	16	13	25	211	13.2	16.2	44	5.6	6	1	32	795	24.8	45	0	21	187	8.9	32	0	0	0
Robert Meachem	SDG	15	14	32	207	13.8	14.8	46	3.2	8	2	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Early Doucet	ARI	12	28	53	207	17.3	7.4	18	3.3	11	0	1	18	18.0	18	0	0	0	N/A	0	0	0	0
Jerricho Cotchery	PIT	14	17	27	205	14.6	12.1	24	3.4	12	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Marvin Jones	CIN	11	18	32	201	18.3	11.2	23	2.1	11	1	0	0	0	0	0	0	0	0	0	0	0	0
Micheal Spurlock	SDG	8	23	29	200	14.3	8.7	22	3.2	12	1	16	375	23.4	99	1	17	239	14.1	63	1	0	0
Braylon Edwards	NYJ	3	18	36	199	15.3	11.1	19	2.0	12	1	0	0	0	0	0	0	0	0	0	0	0	0
LaVon Brazill	IND	15	11	24	186	12.4	16.9	42	6.6	7	1	3	50	16.7	20	0	2	12	6.0	8	0	0	0
Devin Aromashodu	MIN	15	11	22	182	12.1	16.5	31	3.4	10	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Brian Quick	STL	15	11	27	156	10.4	14.2	39	3.0	6	2	0	0	0	0	0	0	0	0	0	0	0	0
Mohamed Sanu	CIN	9	16	25	154	17.1	9.6	34	4.9	10	4	0	0	0	0	0	0	0	0	0	0	0	0
Brad Smith	BUF	15	14	22	152	10.1	10.9	35	3.6	7	2	18	496	27.6	89	1	0	0	N/A	0	0	1	0
Lestar Jean	HOU	14	6	12	151	10.8	25.2	54	13.7	5	1	0	0	0	0	0	0	0	0	0	0	0	0
Juron Criner	OAK	12	16	33	151	12.6	9.4	17	5.2	10	1	0	0	0	0	0	0	0	0	0	0	1	0
Rishard Matthews	MIA	8	11	20	151	18.9	13.7	30	3.1	7	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Deion Branch	NWE	10	16	29	145	14.5	9.1	25	3.0	10	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Jordan Norwood	CLE	2	13	19	137	68.5	10.5	27	5.6	5	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Steve Smith	STL	9	14	25	131	14.6	9.4	25	3.4	7	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Cole Beasley	DAL	10	15	24	128	12.8	8.5	20	4.4	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Kris Durham	DET	4	8	21	125	31.3	15.6	27	3.0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
Tandon Doss	BAL	14	7	17	123	8.8	17.6	39	9.1	6	1	0	0	N/A	0	0	4	53	13.3	40	0	0	0
Armanti Edwards	CAR	16	5	9	121	7.6	24.2	82	14.8	3	0	12	260	21.7	35	0	2	77	38.5	69	0	0	0
Dorin Dickerson	BUF	11	9	15	117	10.6	13.0	24	7.6	5	0	0	0	0	0	0	0	0	0	0	0	1	1
Marlon Moore	MIA	14	6	11	116	8.3	19.3	37	5.0	5	1	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Kevin Elliott	JAC	13	10	31	108	8.3	10.8	22	2.5	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Mike Thomas	DET	9	18	40	108	6.8	6.0	12	1.8	6	1	3	46	15.3	20	0	9	56	6.2	18	0	0	0
Josh Cooper	CLE	6	8	18	106	17.7	13.3	28	5.9	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Matt Willis	DEN	15	10	22	90	6.0	9.0	19	2.8	5	0	1	1	1.0	1	0	0	0	N/A	0	0	0	0
DeVier Posey	HOU	11	6	14	87	7.9	14.5	36	5.5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Keshawn Martin	HOU	16	10	28	85	5.3	8.5	18	4.0	6	1	31	741	23.9	54	0	22	267	12.1	71	0	0	0
Terrance Copper	KAN	15	8	12	79	5.3	9.9	17	2.1	3	0	1	16	16.0	16	0	1	25	25.0	25	0	0	0
Donald Driver	GNB	13	8	13	77	5.9	9.6	26	1.4	5	2	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Steve Breaston	KAN	10	7	15	74	7.4	10.6	24	1.0	5	0	0	0	N/A	0	0	1	21	21.0	21	0	0	0
Jamar Newsome	KAN	6	5	16	73	12.2	14.6	28	4.8	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Jabar Gaffney	MIA	3	4	10	68	22.7	17.0	30	2.3	3	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
David Reed	BAL	5	5	6	66	13.2	13.2	23	4.8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Donte' Stallworth	NWE	1	1	2	63	63.0	63.0	63	33.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Joshua Cribbs	CLE	16	7	11	63	3.9	9.0	24	6.3	3	0	43	1178	27.4	74	0	38	457	12.0	60	0	1	0
Lavelle Hawkins	TEN	7	5	11	62	8.9	12.4	42	2.4	2	0	7	205	29.3	71	0	0	0	N/A	0	0	0	0
Michael Preston	TEN	4	5	7	59	14.8	11.8	21	1.4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Ben Obomanu	SEA	8	4	9	58	7.3	14.5	36	5.3	1	0	1	0	0.0	0	0	0	0	N/A	0	0	0	0
Ryan Whalen	CIN	9	7	12	53	5.9	7.6	10	2.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Devon Wylie	KAN	6	6	12	53	8.8	8.8	16	2.3	2	0	9	191	21.2	26	0	5	26	5.2	13	0	0	0
Deonte Thompson	BAL	6	5	6	51	8.5	10.2	25	4.8	2	0	15	389	25.9	49	0	0	0	N/A	0	0	0	0
Seyi Ajirotutu	SDG	3	3	4	45	15.0	15.0	28	0.7	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Brian Robiskie	DET	6	4	6	44	7.3	11.0	21	2.8	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Greg Camarillo	NOR	5	4	5	44	8.8	11.0	13	2.8	3	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Charly Martin	SEA	4	4	6	42	10.5	10.5	15	2.8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Plaxico Burress	PIT	4	3	7	42	10.5	14.0	18	1.3	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Kealoha Pilares	CAR	8	2	4	42	5.3	21.0	36	25.0	1	1	9	216	24.0	28	0	0	0	N/A	0	0	0	0
Ruvell Martin	BUF	14	4	6	41	2.9	10.3	16	4.0	3	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Toney Clemons	JAC	4	3	11	41	10.3	13.7	17	2.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Drew Davis	ATL	16	4	6	40	2.5	10.0	15	5.3	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Stephen Burton	MIN	12	5	11	35	2.9	7.0	13	6.4	1	1	0	0	0	0	0	0	0	0	0	0	0	0
David Nelson	BUF	1	2	5	31	31.0	15.5	21	5.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Jermaine Kearse	SEA	7	3	7	31	4.4	10.3	17	1.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Jarrett Boykin	GNB	10	5	6	27	2.7	5.4	9	1.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eric Weems	CHI	16	2	4	27	1.7	13.5	18	0.5	2	0	13	231	17.8	27	0	1	0	0.0	0	0	0	0
Arrelious Benn	TAM	8	4	6	26	3.3	6.5	9	6.3	0	0	13	306	23.5	55	0	0	0	N/A	0	0	0	0
Kris Adams	IND	3	2	8	26	8.7	13.0	13	-1.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris Owusu	TAM	5	1	4	24	4.8	24.0	24	12.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Jerrel Jernigan	NYG	9	3	5	22	2.4	7.3	9	2.7	2	0	2	60	30.0	60	0	0	0	N/A	0	0	0	0
Dezmon Briscoe	WAS	7	2	5	22	3.1	11.0	14	6.5	1	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Legedu Naanee	MIA	4	1	5	19	4.8	19.0	19	1.0	0	0	0	0	N/A	0	0	0	0	N/A	0	0	1	1
Andre Caldwell	DEN	8	1	4	18	2.3	18.0	18	3.0	1	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Trindon Holliday	DEN	10	2	2	17	1.1	8.5	15	8.0	1	0	21	552	26.3	105	1	47	481	10.2	76	1	0	0
Mardy Gilyard	PHI	6	2	6	15	1.9	7.5	11	5.5	0	0	0	0	N/A	0	0	2	15	7.5	11	0	0	0
Jason Hill	NYJ	4	2	3	15	3.8	7.5	10	0.5	2	1	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Brandon Banks	WAS	12	8	8	15	1.3	1.9	8	4.4	2	0	22	527	24.0	55	0	26	178	6.8	27	0	1	0
Sammie Stroughter	TAM	2	1	2	14	7.0	14.0	14	2.0	1	0	0	0	N/A	0	0	3	16	5.3	13	0	0	0
Jordan White	NYJ	3	1	3	13	4.3	13.0	13	2.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Anthony Armstrong	MIA	5	3	9	12	2.4	4.0	9	1.3	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Andre Holmes	DAL	7	2	2	11	1.6	5.5	7	2.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Courtney Roby	NOR	13	1	2	9	0.7	9.0	9	5.0	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
LaRon Byrd	ARI	4	1	2	8	2.0	8.0	8	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Joe Adams	CAR	9	1	1	7	0.8	7.0	7	9.0	0	0	9	208	23.1	31	0	11	127	11.5	21	0	0	0
Dane Sanzenbacher	CHI	5	1	3	7	1.4	7.0	7	3.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Austin Collie	IND	1	1	1	6	6.0	6.0	6	3.0	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Ted Ginn Jr.	SFO	13	2	2	1	0.1	0.5	1	3.5	0	0	11	253	23.0	31	0	32	326	10.2	38	0	0	0
Mike Brown	JAC	2	0	1	0	0.0	N/A	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A.J. Jenkins	SFO	3	0	1	0	0.0	N/A	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kevin Cone	ATL	12	0	1	0	0.0	N/A	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kassim Osgood	DET	16	0	0	0	0.0	N/A	0	N/A	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Roscoe Parrish	TAM	13	0	0	0	0.0	N/A	0	N/A	0	0	4	86	21.5	25	0	30	298	9.9	39	0	0	0
LaQuan Williams	BAL	11	0	0	0	0.0	N/A	0	N/A	0	0	1	5	5.0	5	0	0	0	N/A	0	0	0	0
David Gilreath	PIT	3	0	2	0	0.0	N/A	0	N/A	0	0	0	0	N/A	0	0	2	8	4.0	5	0	0	0
Richard Goodman	SDG	7	0	2	0	0.0	N/A	0	N/A	0	0	18	497	27.6	39	0	0	0	N/A	0	0	0	0
Marvin McNutt	PHI	4	0	2	0	0.0	N/A	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patrick Turner	NYJ	2	0	5	0	0.0	N/A	0	N/A	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Matthew Slater	NWE	16	0	0	0	0.0	N/A	0	N/A	0	0	2	39	19.5	20	0	0	0	N/A	0	0	0	0
David Gettis	CAR	2	0	0	0	0.0	N/A	0	N/A	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Joe Webb	MIN	1	0	0	0	0.0	N/A	0	N/A	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Preston Parker	TAM	2	0	2	0	0.0	N/A	0	N/A	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0
Nathan Palmer	IND	5	1	4	-4	-0.8	-4.0	-4	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Josh Bellamy	KAN	3	0	0	0	0	0	0	0	0	0	5	101	20.2	27	0	0	0	N/A	0	0	0	0
Jeremy Ross	GNB	5	0	0	0	0	0	0	0	0	0	3	86	28.7	44	0	4	103	25.8	58	0	0	0
Quan Cosby	JAC	2	0	0	0	0	0	0	0	0	0	5	99	19.8	32	0	5	46	9.2	15	0	0	0
Marcus Easley	BUF	3	0	0	0	0	0	0	0	0	0	2	75	37.5	55	0	0	0	N/A	0	0	0	0
